CustomerID,Date,Month,Season,Age,Gender,Region,Income,Membership,ProductsPurchased,PurchaseFrequency,AverageOrderValue,DiscountUsed,MarketingChannel,SatisfactionScore,ChurnRisk,CustomerLifetimeValue
244,2026-05-29,May,Q2,50,Male,East,103751,Silver,6,7,129.62,Yes,Social Media,3.8,Medium,2847.8
245,2026-10-31,October,Q4,38,Male,North,27609,Bronze,11,7,152.82,Yes,Email,3.6,Medium,4136.24
246,2026-06-29,June,Q2,60,Female,East,57474,Gold,13,8,137.36,No,Referral,4.5,Low,6040.42
247,2026-01-04,January,Q1,66,Male,North,146908,Gold,8,9,180.36,No,Referral,3.9,Medium,7610.46
248,2026-01-24,January,Q1,37,Female,South,60073,Bronze,8,7,107.77,No,Social Media,3.2,Medium,2428.87
249,2026-08-29,August,Q3,18,Female,South,72958,Silver,8,5,130.42,Yes,Social Media,3.9,Medium,3015.19
250,2026-05-13,May,Q2,29,Female,South,139103,Silver,12,7,69.56,No,Social Media,3.6,Medium,1847.14
251,2026-12-17,December,Q4,47,Female,North,146027,Bronze,17,10,160.75,No,Social Media,3.2,Medium,6582.95
252,2026-11-26,November,Q4,46,Female,East,77423,Gold,11,9,203.0,No,Referral,3.0,Medium,8060.82
253,2026-11-24,November,Q4,35,Male,South,34383,Bronze,20,11,142.9,No,Direct,4.4,Low,11484.9
254,2026-01-04,January,Q1,66,Female,South,25787,Silver,5,5,109.64,Yes,Direct,3.9,Medium,2504.03
255,2026-02-18,February,Q1,30,Female,West,47945,Gold,7,7,183.89,No,Referral,4.7,Low,9661.56
256,2026-12-21,December,Q4,37,Female,North,113808,Gold,11,8,271.7,No,Direct,4.2,Low,22038.29
257,2026-01-30,January,Q1,18,Female,South,148853,Bronze,5,5,122.1,No,Email,3.4,Medium,1940.75
258,2026-01-28,January,Q1,26,Male,East,129096,Bronze,5,5,111.68,Yes,Direct,4.0,Low,1713.17
259,2026-06-20,June,Q2,49,Male,West,44971,Bronze,5,4,132.75,Yes,Social Media,4.0,Medium,2444.77
260,2026-07-20,July,Q3,38,Female,West,82344,Bronze,9,6,97.94,No,Social Media,2.1,High,1334.39
261,2026-01-27,January,Q1,67,Male,West,59468,Bronze,11,6,150.11,No,Direct,2.8,High,2196.51
262,2026-01-18,January,Q1,21,Female,North,101263,Gold,10,10,185.83,No,Referral,3.8,Medium,7649.19
263,2026-11-08,November,Q4,53,Male,South,72991,Bronze,5,4,118.74,Yes,Email,3.8,Medium,2039.78
264,2026-11-11,November,Q4,36,Female,East,96124,Gold,10,11,224.13,No,Social Media,3.7,Medium,12187.12
265,2026-02-19,February,Q1,40,Female,South,69093,Bronze,4,4,46.06,No,Referral,2.7,High,539.08
266,2026-11-16,November,Q4,38,Female,West,49869,Silver,8,5,191.49,No,Referral,3.9,Medium,5262.74
267,2026-07-18,July,Q3,24,Female,East,62511,Gold,11,7,153.26,No,Direct,4.0,Low,7433.39
268,2026-05-30,May,Q2,40,Male,North,91071,Gold,11,7,190.03,No,Social Media,3.8,Medium,5579.26
269,2026-02-15,February,Q1,35,Female,East,32153,Gold,14,8,198.12,Yes,Email,3.9,Medium,6212.62
270,2026-09-22,September,Q3,30,Female,East,119402,Bronze,5,4,73.72,Yes,Direct,4.3,Medium,773.81
271,2026-10-28,October,Q4,24,Male,East,122114,Bronze,4,4,117.25,No,Direct,3.8,Medium,1531.52
272,2026-01-18,January,Q1,53,Male,South,54348,Silver,7,6,170.67,No,Social Media,4.2,Low,3747.86
273,2026-01-05,January,Q1,63,Female,West,59042,Bronze,6,5,34.83,No,Referral,4.2,Low,565.59
274,2026-08-06,August,Q3,41,Female,West,145156,Bronze,8,9,92.93,No,Referral,4.6,Low,3616.15
275,2026-08-14,August,Q3,20,Male,North,84856,Platinum,7,6,223.34,Yes,Email,3.2,Medium,7842.59
276,2026-12-09,December,Q4,51,Male,North,92465,Gold,17,11,178.14,No,Referral,4.0,Low,15134.84
277,2026-07-31,July,Q3,19,Female,South,85709,Bronze,5,5,127.93,Yes,Social Media,4.0,Low,2372.37
278,2026-01-26,January,Q1,21,Female,West,101788,Bronze,5,3,121.53,No,Social Media,2.6,High,641.99
279,2026-06-11,June,Q2,25,Female,South,129774,Bronze,7,5,133.1,No,Direct,3.5,Medium,2733.38
280,2026-07-21,July,Q3,23,Female,West,135183,Silver,9,9,79.83,Yes,Email,4.5,Low,4936.97
281,2026-09-24,September,Q3,44,Male,South,67165,Bronze,8,5,98.1,No,Referral,4.1,Low,1644.05
282,2026-06-29,June,Q2,44,Female,West,148425,Bronze,4,5,61.36,No,Email,3.9,Medium,1066.99
283,2026-02-10,February,Q1,47,Male,North,107309,Silver,10,7,151.35,No,Direct,3.7,Medium,5736.79
284,2026-09-27,September,Q3,69,Male,South,35565,Silver,8,7,154.16,Yes,Referral,3.4,Medium,2803.88
285,2026-03-14,March,Q1,52,Female,South,145925,Silver,5,3,160.77,No,Social Media,4.5,Medium,1669.64
286,2026-01-03,January,Q1,67,Male,North,38549,Gold,5,5,118.83,No,Referral,4.2,Low,3869.21
287,2026-08-27,August,Q3,61,Female,North,76380,Silver,6,4,81.25,No,Social Media,3.7,Medium,1388.34
288,2026-07-22,July,Q3,40,Female,South,92506,Bronze,7,7,152.53,No,Referral,4.4,Low,6173.19
289,2026-11-22,November,Q4,63,Female,West,43552,Platinum,13,8,164.15,Yes,Social Media,4.3,Low,11302.99
290,2026-09-26,September,Q3,51,Male,North,50834,Gold,10,7,138.24,No,Social Media,3.9,Medium,4578.44
291,2026-06-19,June,Q2,24,Female,West,49973,Bronze,10,6,97.86,No,Email,4.0,Low,2994.26
292,2026-08-30,August,Q3,34,Male,South,139657,Bronze,11,8,100.33,No,Referral,4.0,Low,3862.54
293,2026-09-03,September,Q3,59,Female,South,122240,Silver,3,3,74.13,No,Email,4.0,Medium,703.63
294,2026-04-06,April,Q2,31,Female,East,112330,Bronze,10,8,174.78,Yes,Social Media,3.6,Medium,3130.29
295,2026-07-15,July,Q3,28,Male,South,146115,Gold,18,10,168.73,Yes,Direct,5.0,Low,13453.19
296,2026-11-11,November,Q4,45,Female,East,27885,Bronze,11,9,179.92,No,Referral,4.9,Low,9028.61
297,2026-06-05,June,Q2,24,Female,South,113681,Bronze,3,4,119.64,No,Referral,3.3,Medium,1914.59
298,2026-05-28,May,Q2,32,Male,North,88751,Bronze,12,8,145.07,No,Social Media,4.6,Low,4830.98
299,2026-12-14,December,Q4,48,Female,West,90419,Bronze,6,8,152.47,Yes,Email,3.6,Medium,6239.43
300,2026-05-07,May,Q2,66,Male,North,86598,Silver,8,6,140.25,No,Email,4.0,Low,4249.41
301,2026-02-28,February,Q1,51,Male,South,31470,Bronze,14,9,146.07,No,Social Media,4.7,Low,8082.17
302,2026-10-31,October,Q4,45,Male,West,115849,Bronze,6,6,99.56,No,Email,4.9,Low,3494.94
303,2026-03-12,March,Q1,38,Female,East,121011,Bronze,4,3,125.61,No,Referral,3.7,Medium,1413.6
304,2026-07-02,July,Q3,40,Female,South,88976,Bronze,3,2,109.44,No,Referral,4.8,High,622.08
305,2026-11-03,November,Q4,66,Male,South,114140,Silver,6,8,146.05,Yes,Email,4.0,Low,7619.66
306,2026-07-01,July,Q3,45,Female,West,68812,Silver,16,9,214.73,Yes,Referral,4.5,Low,13166.98
307,2026-09-01,September,Q3,55,Male,South,142546,Silver,6,4,127.12,No,Referral,4.0,Medium,2428.36
308,2026-11-25,November,Q4,34,Male,South,72160,Gold,12,11,143.98,No,Direct,4.6,Low,13323.61
309,2026-08-10,August,Q3,29,Male,East,140216,Gold,17,10,195.09,No,Social Media,4.3,Low,12668.81
310,2026-01-29,January,Q1,38,Male,East,131500,Gold,5,6,109.5,Yes,Email,3.3,Medium,2783.91
311,2026-12-25,December,Q4,35,Female,North,28974,Gold,12,12,213.91,No,Direct,4.1,Low,18940.0
312,2026-12-24,December,Q4,55,Male,West,44463,Bronze,14,10,178.09,Yes,Direct,4.5,Low,9686.14
313,2026-12-15,December,Q4,60,Male,West,124913,Silver,14,10,147.48,No,Referral,3.5,Medium,7003.72
314,2026-01-12,January,Q1,61,Male,West,117974,Gold,9,7,189.62,No,Referral,3.2,Medium,5379.99
315,2026-06-23,June,Q2,31,Male,West,99116,Silver,4,3,137.47,Yes,Referral,2.9,High,811.08
316,2026-11-16,November,Q4,24,Male,South,85413,Gold,8,7,197.61,No,Direct,3.5,Medium,9122.36
317,2026-04-06,April,Q2,63,Male,West,138403,Bronze,7,5,110.11,Yes,Direct,3.3,Medium,1657.12
318,2026-07-27,July,Q3,64,Female,North,109489,Bronze,7,7,47.68,No,Referral,3.6,Medium,1262.62
319,2026-10-21,October,Q4,18,Male,North,40892,Silver,6,5,169.5,Yes,Direct,4.5,Low,5691.49
320,2026-02-28,February,Q1,29,Male,East,85918,Bronze,6,6,130.25,No,Referral,3.5,Medium,3275.97
321,2026-05-29,May,Q2,46,Female,North,81908,Bronze,2,2,141.17,No,Referral,2.9,High,813.36
322,2026-07-20,July,Q3,28,Female,East,49532,Silver,11,7,107.54,No,Referral,5.0,Low,4570.04
323,2026-12-02,December,Q4,29,Male,North,79818,Bronze,14,8,131.66,No,Referral,3.7,Medium,4181.8
324,2026-04-17,April,Q2,70,Male,West,132535,Bronze,5,4,86.39,Yes,Direct,3.5,Medium,807.85
325,2026-06-23,June,Q2,20,Male,West,39711,Bronze,6,6,115.64,No,Email,4.6,Low,2846.84
326,2026-05-29,May,Q2,22,Female,West,51185,Bronze,11,7,34.54,No,Direct,3.4,Medium,944.9
327,2026-02-20,February,Q1,27,Male,North,121456,Silver,11,7,219.0,No,Social Media,4.5,Low,7320.1
328,2026-09-27,September,Q3,33,Female,East,103814,Silver,6,4,124.42,No,Email,3.0,Medium,1388.07
329,2026-07-27,July,Q3,70,Female,East,47598,Silver,9,7,235.16,No,Email,2.9,High,5593.31
330,2026-12-20,December,Q4,57,Female,South,91991,Silver,10,9,152.83,No,Direct,3.7,Medium,8037.92
331,2026-08-13,August,Q3,23,Female,North,45407,Silver,5,4,177.76,No,Email,3.3,Medium,3277.59
332,2026-12-26,December,Q4,46,Male,South,132215,Bronze,10,6,160.13,Yes,Referral,4.5,Low,6184.73
333,2026-06-08,June,Q2,21,Female,South,144704,Silver,14,8,145.64,No,Email,4.2,Low,6216.48
334,2026-04-20,April,Q2,23,Male,North,136949,Silver,13,8,148.66,No,Direct,3.7,Medium,4342.46
335,2026-09-18,September,Q3,36,Male,North,85103,Silver,5,5,162.17,No,Direct,3.5,Medium,3789.71
336,2026-11-23,November,Q4,40,Female,North,134668,Bronze,11,8,128.34,Yes,Direct,3.0,Medium,3695.88
337,2026-02-28,February,Q1,67,Male,North,83271,Silver,5,6,118.95,Yes,Direct,3.8,Medium,2409.93
338,2026-10-02,October,Q4,58,Female,East,62936,Silver,8,8,158.47,No,Direct,3.9,Medium,5486.23
339,2026-11-25,November,Q4,38,Female,East,33430,Silver,11,10,145.6,No,Direct,2.9,High,3705.98
340,2026-07-03,July,Q3,19,Male,West,27917,Silver,7,8,182.2,No,Direct,3.3,Medium,5318.97
341,2026-07-25,July,Q3,38,Male,South,95786,Silver,11,7,108.75,No,Referral,4.2,Low,3199.28
342,2026-05-14,May,Q2,43,Male,South,147537,Silver,6,6,114.99,No,Referral,4.1,Low,3154.27
343,2026-09-30,September,Q3,48,Female,West,32958,Bronze,5,4,160.08,Yes,Social Media,3.6,Medium,2574.56
344,2026-09-07,September,Q3,62,Female,East,69400,Bronze,4,3,69.3,Yes,Social Media,3.4,Medium,544.14
345,2026-08-12,August,Q3,20,Male,North,76483,Silver,8,6,109.03,No,Direct,4.1,Low,2936.76
346,2026-11-11,November,Q4,30,Female,South,123537,Silver,8,8,171.68,Yes,Email,3.0,Medium,6143.59
347,2026-07-14,July,Q3,59,Female,West,37409,Bronze,7,4,135.27,No,Email,4.0,Medium,2666.63
348,2026-11-14,November,Q4,26,Female,West,34721,Bronze,14,8,100.07,No,Email,4.9,Low,5575.37
349,2026-01-07,January,Q1,29,Female,North,80605,Bronze,11,7,191.16,No,Email,3.2,Medium,4580.54
350,2026-12-09,December,Q4,63,Male,South,68919,Gold,21,12,214.62,No,Email,4.0,Low,20107.15
351,2026-09-28,September,Q3,33,Male,West,38686,Silver,2,2,150.9,Yes,Referral,4.1,High,888.86
352,2026-12-25,December,Q4,27,Male,South,100851,Bronze,7,6,217.91,Yes,Social Media,4.3,Low,9156.52
353,2026-09-03,September,Q3,39,Female,West,65774,Bronze,10,7,143.9,No,Referral,4.0,Low,3230.43
354,2026-06-27,June,Q2,30,Female,West,97048,Silver,5,4,151.73,No,Direct,2.6,High,1180.68
355,2026-04-21,April,Q2,52,Male,North,67201,Bronze,4,4,156.66,Yes,Referral,3.8,Medium,1533.09
356,2026-11-06,November,Q4,51,Female,East,73624,Silver,8,9,155.18,No,Email,3.8,Medium,8177.21
357,2026-10-30,October,Q4,44,Female,East,57732,Bronze,9,5,120.29,No,Referral,3.3,Medium,1728.97
358,2026-10-26,October,Q4,20,Male,East,133049,Bronze,7,7,68.72,No,Direct,2.6,High,1104.76
359,2026-09-12,September,Q3,66,Female,North,98453,Bronze,13,7,156.45,No,Social Media,3.8,Medium,3330.78
360,2026-05-03,May,Q2,20,Female,South,83469,Bronze,5,5,115.71,No,Social Media,4.6,Low,2853.93
361,2026-05-10,May,Q2,50,Male,West,66067,Bronze,11,6,101.23,No,Email,2.9,High,1432.38
362,2026-12-25,December,Q4,35,Male,West,114603,Platinum,13,10,313.81,No,Social Media,3.6,Medium,26027.16
363,2026-11-24,November,Q4,58,Female,West,114575,Bronze,14,8,127.33,No,Social Media,3.6,Medium,3627.01
364,2026-07-17,July,Q3,45,Female,North,49206,Silver,8,6,182.09,Yes,Direct,4.2,Low,7097.9
365,2026-11-08,November,Q4,35,Female,South,77372,Bronze,8,8,145.22,No,Referral,2.3,High,3153.82
366,2026-05-10,May,Q2,59,Male,North,60626,Gold,14,10,115.7,No,Email,3.6,Medium,4216.31
367,2026-11-08,November,Q4,30,Female,North,56790,Platinum,12,12,212.96,Yes,Direct,4.9,Low,18774.54
368,2026-09-06,September,Q3,69,Male,East,36444,Gold,5,6,174.5,Yes,Email,3.7,Medium,3393.08
369,2026-08-22,August,Q3,42,Female,South,26525,Silver,7,6,203.11,No,Email,4.9,Low,6991.68
370,2026-11-11,November,Q4,46,Female,North,108248,Silver,16,10,86.18,No,Social Media,4.5,Low,5901.25
371,2026-10-09,October,Q4,67,Female,North,126261,Gold,15,9,170.97,Yes,Social Media,4.1,Low,9350.39
372,2026-01-01,January,Q1,59,Male,South,28405,Gold,11,7,113.61,No,Email,3.6,Medium,3019.36
373,2026-12-10,December,Q4,70,Male,South,30580,Bronze,7,5,129.47,No,Direct,3.1,Medium,2389.57
374,2026-12-15,December,Q4,52,Female,East,136558,Silver,11,10,200.4,No,Referral,3.9,Medium,9261.73
375,2026-01-10,January,Q1,25,Male,South,59241,Platinum,7,7,138.67,No,Direct,3.7,Medium,4412.53
376,2026-01-09,January,Q1,62,Male,South,83646,Gold,10,9,157.06,No,Social Media,3.7,Medium,5261.63
377,2026-12-23,December,Q4,23,Female,North,66601,Bronze,6,7,112.92,No,Direct,4.7,Low,4950.61
378,2026-08-20,August,Q3,63,Male,West,111531,Silver,7,8,163.4,No,Email,2.8,High,3798.85
379,2026-10-28,October,Q4,36,Female,East,86984,Silver,6,6,125.93,No,Referral,5.0,Low,5011.07
380,2026-09-20,September,Q3,33,Male,West,109048,Bronze,5,3,134.7,Yes,Email,4.2,Medium,1466.38
381,2026-09-22,September,Q3,62,Male,North,62884,Gold,10,6,97.52,Yes,Direct,3.3,Medium,2036.24
382,2026-09-20,September,Q3,47,Female,East,90367,Silver,7,7,115.98,No,Email,4.4,Low,4724.82
383,2026-05-06,May,Q2,59,Male,West,83555,Gold,13,8,100.63,Yes,Referral,4.4,Low,5539.21
384,2026-10-23,October,Q4,38,Female,South,66627,Silver,8,8,207.61,No,Referral,2.8,High,4973.75
385,2026-10-08,October,Q4,44,Female,East,100929,Bronze,7,8,165.6,No,Referral,3.8,Medium,5643.07
386,2026-02-14,February,Q1,57,Female,East,37225,Platinum,16,10,279.75,No,Social Media,4.4,Low,20594.17
387,2026-12-18,December,Q4,68,Male,South,40422,Gold,8,8,200.88,No,Direct,4.4,Low,13711.2
388,2026-07-17,July,Q3,24,Male,West,81718,Silver,6,6,193.13,No,Social Media,5.0,Low,5745.07
389,2026-07-09,July,Q3,45,Male,West,118613,Bronze,17,10,151.7,No,Referral,3.9,Medium,4453.44
390,2026-04-19,April,Q2,58,Female,West,117001,Bronze,7,4,73.92,No,Social Media,3.2,Medium,694.41
391,2026-07-14,July,Q3,64,Female,South,115399,Bronze,10,6,110.4,No,Email,3.2,Medium,2299.64
392,2026-08-18,August,Q3,46,Male,North,47992,Gold,6,7,138.43,No,Social Media,4.2,Low,5147.06
393,2026-09-26,September,Q3,64,Male,East,41220,Silver,11,6,113.8,No,Direct,3.1,Medium,2470.76
394,2026-10-19,October,Q4,52,Female,West,40717,Gold,9,11,144.58,No,Direct,3.4,Medium,9226.08
395,2026-06-28,June,Q2,30,Female,East,113266,Silver,4,3,109.68,No,Social Media,3.1,Medium,1388.91
396,2026-06-18,June,Q2,44,Female,North,128145,Bronze,8,5,73.47,Yes,Social Media,3.1,Medium,1308.66
397,2026-06-16,June,Q2,23,Male,East,30770,Gold,13,8,127.57,No,Referral,3.3,Medium,3402.0
398,2026-06-27,June,Q2,41,Female,North,141025,Gold,8,8,148.76,No,Email,3.8,Medium,5571.99
399,2026-11-08,November,Q4,62,Female,East,104649,Bronze,9,6,180.0,Yes,Direct,3.8,Medium,5571.78
400,2026-04-18,April,Q2,45,Male,East,105298,Bronze,4,5,128.75,Yes,Referral,3.5,Medium,1804.53
401,2026-01-28,January,Q1,50,Male,North,106555,Gold,10,10,151.4,Yes,Referral,3.4,Medium,5445.91
402,2026-04-06,April,Q2,34,Male,East,42596,Bronze,2,2,170.91,Yes,Email,4.8,High,1136.31
403,2026-02-24,February,Q1,52,Male,North,122137,Bronze,6,5,124.34,No,Social Media,3.6,Medium,2866.37
404,2026-07-23,July,Q3,47,Female,West,85198,Bronze,6,5,115.12,Yes,Referral,3.6,Medium,2564.34
405,2026-03-07,March,Q1,46,Female,North,33877,Bronze,2,2,167.5,No,Referral,3.4,High,849.26
406,2026-11-23,November,Q4,53,Male,South,26464,Platinum,13,10,249.55,No,Social Media,4.0,Low,20718.93
407,2026-10-24,October,Q4,54,Female,East,73150,Gold,15,10,208.96,No,Direct,3.6,Medium,8472.78
408,2026-03-20,March,Q1,70,Male,West,133143,Silver,6,7,95.93,No,Social Media,4.0,Low,3156.59
409,2026-04-15,April,Q2,38,Female,West,144037,Silver,7,6,73.6,Yes,Direct,4.1,Low,1616.22
410,2026-01-19,January,Q1,65,Female,South,44738,Bronze,4,4,152.44,No,Email,2.8,High,1309.15
411,2026-02-23,February,Q1,65,Female,South,118884,Platinum,13,8,220.81,No,Direct,3.5,Medium,11439.12
412,2026-04-08,April,Q2,44,Female,West,131432,Platinum,9,6,128.26,No,Direct,4.6,Low,4366.69
413,2026-09-30,September,Q3,25,Female,West,58595,Silver,12,7,120.42,No,Email,4.0,Low,3947.37
414,2026-08-11,August,Q3,28,Female,South,141820,Bronze,12,9,53.95,No,Email,3.1,Medium,2036.15
415,2026-04-11,April,Q2,23,Female,South,62469,Gold,7,5,153.98,Yes,Direct,2.5,High,1920.53
416,2026-02-15,February,Q1,31,Female,North,73411,Silver,5,6,166.01,Yes,Direct,3.9,Medium,4413.65
417,2026-06-05,June,Q2,32,Female,North,140941,Bronze,12,8,117.35,No,Email,3.3,Medium,2836.6
418,2026-10-13,October,Q4,21,Male,South,81530,Bronze,9,8,188.75,No,Social Media,4.6,Low,9779.79
419,2026-11-29,November,Q4,47,Female,North,66895,Bronze,6,5,115.38,No,Email,4.2,Low,3575.75
420,2026-02-22,February,Q1,41,Male,West,114371,Bronze,9,7,121.04,No,Referral,3.8,Medium,2942.47
421,2026-05-30,May,Q2,47,Male,East,57505,Silver,6,4,196.09,No,Email,3.7,Medium,3079.52
422,2026-08-05,August,Q3,31,Male,East,115093,Gold,15,11,167.19,No,Email,4.0,Low,10252.09
423,2026-07-13,July,Q3,41,Female,South,51423,Bronze,13,8,173.12,No,Email,4.4,Low,6767.58
424,2026-05-25,May,Q2,50,Male,North,124106,Gold,11,7,108.06,No,Direct,3.2,Medium,3613.75
425,2026-03-04,March,Q1,53,Female,North,74037,Bronze,5,4,108.67,No,Referral,4.1,Medium,1289.43
426,2026-10-01,October,Q4,18,Male,East,118377,Bronze,8,7,98.43,Yes,Email,2.7,High,1979.45
427,2026-02-20,February,Q1,52,Female,South,47675,Silver,13,10,79.25,Yes,Direct,3.8,Medium,2568.5
428,2026-06-09,June,Q2,67,Female,East,58605,Gold,10,7,201.53,No,Email,4.3,Low,7760.41
429,2026-12-21,December,Q4,43,Female,East,124863,Bronze,10,8,148.22,No,Email,3.5,Medium,4657.31
430,2026-03-15,March,Q1,44,Female,East,44271,Silver,6,7,167.03,No,Direct,4.9,Low,7663.61
431,2026-05-06,May,Q2,66,Female,North,114881,Silver,6,6,109.05,No,Direct,3.9,Medium,2331.18
432,2026-05-20,May,Q2,60,Male,South,99606,Gold,8,6,144.57,Yes,Direct,3.8,Medium,3104.06
433,2026-11-15,November,Q4,57,Male,East,40244,Silver,7,5,177.17,Yes,Referral,3.9,Medium,5349.66
434,2026-08-28,August,Q3,21,Female,East,93307,Bronze,7,7,91.07,No,Referral,3.5,Medium,2516.54
435,2026-10-16,October,Q4,23,Female,West,114090,Bronze,7,8,180.0,No,Referral,4.9,Low,7454.57
436,2026-10-02,October,Q4,68,Male,South,104931,Gold,9,7,174.1,No,Referral,3.2,Medium,6815.68
437,2026-01-22,January,Q1,45,Male,West,117722,Bronze,6,4,128.45,No,Social Media,3.9,Medium,2069.64
438,2026-07-09,July,Q3,62,Male,North,136753,Bronze,8,6,121.93,No,Email,4.2,Low,2660.43
439,2026-07-27,July,Q3,31,Female,North,73458,Bronze,12,7,90.64,Yes,Email,4.1,Low,2587.84
440,2026-12-13,December,Q4,54,Male,South,141842,Bronze,9,7,171.91,No,Email,4.4,Low,5967.8
441,2026-09-16,September,Q3,26,Male,West,130738,Gold,12,7,137.67,No,Email,3.4,Medium,3859.42
442,2026-02-19,February,Q1,63,Male,West,81721,Silver,8,6,175.72,Yes,Referral,4.3,Low,6485.86
443,2026-11-30,November,Q4,43,Male,East,94708,Silver,12,8,184.24,No,Social Media,3.6,Medium,6159.95
444,2026-07-07,July,Q3,58,Male,West,128966,Bronze,3,2,136.27,Yes,Social Media,3.4,High,531.79
445,2026-07-27,July,Q3,39,Female,West,134334,Silver,8,5,161.89,No,Email,3.2,Medium,3212.79
446,2026-03-23,March,Q1,39,Male,North,45128,Platinum,8,7,197.68,Yes,Social Media,3.1,Medium,5172.38
447,2026-02-28,February,Q1,39,Male,South,92863,Silver,10,7,197.11,No,Referral,4.6,Low,7379.5
448,2026-08-15,August,Q3,25,Male,West,52717,Bronze,9,7,127.0,Yes,Email,3.4,Medium,3177.17
449,2026-02-17,February,Q1,60,Male,West,63192,Gold,11,8,159.24,Yes,Email,3.0,Medium,6178.53
450,2026-01-21,January,Q1,49,Male,East,147127,Bronze,7,7,90.85,Yes,Referral,2.8,High,1073.42
451,2026-01-19,January,Q1,19,Female,West,131448,Silver,10,6,100.6,Yes,Direct,3.4,Medium,2391.49
452,2026-02-11,February,Q1,69,Female,North,69509,Silver,10,6,142.59,Yes,Referral,3.6,Medium,4261.56
453,2026-03-12,March,Q1,47,Female,North,125741,Gold,10,10,174.57,Yes,Social Media,3.2,Medium,6846.57
454,2026-10-15,October,Q4,37,Female,South,110243,Bronze,6,8,143.75,No,Social Media,5.0,Low,7194.46
455,2026-07-07,July,Q3,66,Female,South,51620,Silver,7,5,172.72,Yes,Direct,3.3,Medium,2491.82
456,2026-07-17,July,Q3,31,Female,West,82372,Gold,10,9,228.15,No,Email,4.7,Low,15736.08
457,2026-04-23,April,Q2,60,Female,West,142695,Bronze,5,4,34.44,No,Direct,3.9,Medium,354.25
458,2026-04-17,April,Q2,26,Male,West,122979,Bronze,6,6,62.87,No,Email,3.0,Medium,1031.45
459,2026-02-16,February,Q1,21,Female,South,31062,Silver,17,10,135.24,No,Referral,4.1,Low,7349.25
460,2026-03-04,March,Q1,30,Male,North,136891,Bronze,10,8,165.25,No,Email,4.0,Low,5308.8
461,2026-09-12,September,Q3,24,Male,West,149775,Bronze,6,6,139.26,Yes,Email,4.3,Low,4292.25
462,2026-12-15,December,Q4,48,Male,East,88761,Silver,16,11,175.17,No,Email,3.7,Medium,8115.18
463,2026-08-04,August,Q3,43,Male,East,88489,Silver,10,6,175.37,No,Referral,4.2,Low,4916.88
464,2026-03-20,March,Q1,26,Female,East,40342,Silver,6,7,146.16,Yes,Referral,3.2,Medium,3200.02
465,2026-05-13,May,Q2,24,Male,North,129929,Bronze,3,3,119.5,No,Social Media,3.8,Medium,1515.81
466,2026-12-01,December,Q4,62,Male,West,92814,Silver,7,7,211.45,Yes,Email,4.7,Low,8429.65
467,2026-05-30,May,Q2,61,Female,North,149791,Gold,9,7,97.85,No,Direct,3.3,Medium,3101.15
468,2026-09-12,September,Q3,20,Male,South,125394,Platinum,13,8,159.56,No,Direct,5.0,Low,10327.57
469,2026-05-26,May,Q2,50,Female,West,87231,Silver,2,2,123.35,Yes,Referral,2.9,High,766.32
470,2026-06-16,June,Q2,42,Male,North,93442,Silver,7,7,132.67,No,Social Media,2.5,High,2550.35
471,2026-04-04,April,Q2,67,Female,West,30944,Gold,13,8,121.43,No,Referral,4.9,Low,5161.23
472,2026-10-16,October,Q4,27,Female,South,146476,Silver,5,6,144.48,Yes,Social Media,3.7,Medium,3928.71
473,2026-12-24,December,Q4,38,Female,East,137167,Silver,7,4,186.11,No,Email,4.3,Medium,3291.29
474,2026-05-24,May,Q2,63,Male,South,64130,Silver,9,7,161.76,No,Direct,3.4,Medium,3207.51
475,2026-11-01,November,Q4,18,Female,South,116077,Bronze,12,10,111.64,No,Referral,2.7,High,4070.92
476,2026-11-08,November,Q4,53,Female,West,127533,Platinum,15,11,239.22,No,Referral,3.9,Medium,22234.95
477,2026-10-24,October,Q4,27,Male,East,73356,Bronze,8,8,125.36,Yes,Direct,2.7,High,2284.19
478,2026-07-10,July,Q3,55,Male,South,117172,Silver,17,11,152.44,No,Social Media,3.7,Medium,6925.73
479,2026-06-02,June,Q2,60,Female,West,62355,Bronze,7,4,174.22,No,Social Media,4.0,Medium,2139.83
480,2026-08-15,August,Q3,22,Female,East,113745,Bronze,9,6,95.22,No,Direct,3.4,Medium,2015.61
481,2026-07-05,July,Q3,36,Male,East,149671,Silver,10,7,115.76,No,Email,4.0,Low,4351.8
482,2026-11-10,November,Q4,52,Male,South,124714,Silver,23,13,166.71,No,Direct,3.5,Medium,12138.33
483,2026-08-27,August,Q3,26,Male,South,40205,Silver,11,10,146.33,No,Direct,3.8,Medium,6815.61
484,2026-09-24,September,Q3,29,Female,East,136389,Bronze,8,6,92.47,No,Social Media,4.4,Low,2011.76
485,2026-11-10,November,Q4,45,Male,East,137020,Silver,6,7,149.74,No,Direct,3.2,Medium,5566.49
486,2026-03-01,March,Q1,31,Female,South,143108,Bronze,11,10,140.15,No,Direct,4.1,Low,6543.83
487,2026-01-01,January,Q1,67,Male,South,37351,Bronze,3,2,114.53,No,Email,3.8,High,662.49
488,2026-09-16,September,Q3,44,Male,East,55204,Silver,4,5,132.37,No,Email,3.8,Medium,2351.72
489,2026-07-27,July,Q3,58,Female,South,130418,Silver,11,7,172.17,No,Direct,4.7,Low,8605.35
